data:983.95,984.79,246.84,239.68
data:983.92,984.71,247.10,240.37
data:983.93,984.74,247.01,240.11
data:983.92,984.74,247.10,240.11
data:983.93,984.77,247.01,239.86
data:983.94,984.77,246.93,239.86
data:983.93,984.82,247.01,239.43
data:983.91,984.82,247.18,239.43
data:983.94,984.82,246.93,239.43
data:983.92,984.74,247.10,240.11
data:983.93,984.74,247.01,240.11
data:983.92,984.83,247.10,239.34
data:983.93,984.80,247.01,239.60
data:983.93,984.80,247.01,239.60
data:983.93,984.72,247.01,240.28
data:983.92,984.72,247.10,240.28
data:983.92,984.69,247.10,240.53
data:983.93,984.67,247.01,240.71
data:983.93,984.67,247.01,240.71
data:983.92,984.78,247.10,239.77
data:983.92,984.78,247.10,239.77
data:983.93,984.80,247.01,239.60
data:983.94,984.80,246.93,239.60
data:983.92,984.80,247.10,239.60
data:983.93,984.80,247.01,239.60
data:983.93,984.80,247.01,239.60
data:983.93,984.72,247.01,240.28
data:983.93,984.75,247.01,240.02
data:983.92,984.75,247.10,240.02
data:983.92,984.72,247.10,240.28
data:983.93,984.72,247.01,240.28
data:983.94,984.78,246.93,239.77
data:983.93,984.78,247.01,239.77
data:983.91,984.78,247.18,239.77
data:983.93,984.67,247.01,240.71
data:983.94,984.67,246.93,240.71
data:983.94,984.68,246.93,240.62
data:983.92,984.78,247.10,239.77
data:983.93,984.78,247.01,239.77
data:983.90,984.78,247.27,239.77
data:983.92,984.78,247.10,239.77
data:983.92,984.63,247.10,241.05
data:983.94,984.65,246.93,240.87
data:983.92,984.65,247.10,240.87
data:983.94,984.71,246.93,240.37
data:983.90,984.71,247.27,240.37
data:983.93,984.71,247.01,240.37
data:983.93,984.68,247.01,240.62
data:983.93,984.68,247.01,240.62
data:983.89,984.63,247.35,241.05
data:983.87,984.63,247.53,241.05
data:983.85,984.66,247.69,240.79
data:983.81,984.58,248.04,241.47
data:983.83,984.58,247.87,241.47
data:983.78,984.55,248.29,241.73
data:983.79,984.55,248.21,241.73
data:983.77,984.55,248.38,241.73
data:983.77,984.43,248.38,242.75
data:983.74,984.43,248.63,242.75
data:983.71,984.52,248.89,241.98
data:983.74,984.52,248.63,241.98
data:983.71,984.52,248.89,241.98
data:983.73,984.52,248.72,241.98
data:983.70,984.52,248.97,241.98
data:983.73,984.50,248.72,242.15
data:983.72,984.50,248.80,242.15
data:983.67,984.53,249.23,241.90
data:983.67,984.46,249.23,242.49
data:983.65,984.46,249.40,242.49
data:983.67,984.43,249.23,242.75
data:983.65,984.43,249.40,242.75
data:983.63,984.42,249.57,242.84
data:983.60,984.46,249.83,242.49
