unix_time,sample_id,pressure_pa,temperature_c,height_m,kf_pressure_pa,kf_height_m
1783576456,94,98552.0,27.42,158.75,98550.53,158.88
1783576456,95,98550.0,27.42,158.93,98550.02,158.93
1783576456,96,98551.0,27.42,158.84,98550.18,158.91
1783576456,97,98551.0,27.43,158.84,98550.32,158.9
1783576456,98,98549.0,27.42,159.02,98550.09,158.92
1783576456,99,98551.0,27.43,158.84,98550.25,158.91
1783576457,100,98551.0,27.43,158.84,98550.38,158.89
1783576457,102,98549.0,27.43,159.02,98550.09,158.93
1783576457,103,98551.0,27.43,158.84,98550.02,158.93
1783576457,104,98550.0,27.43,158.93,98550.02,158.93
1783576457,105,98550.0,27.43,158.93,98550.02,158.93
1783576457,106,98550.0,27.43,158.93,98550.02,158.93
1783576458,107,98549.0,27.43,159.02,98549.84,158.95
1783576458,108,98548.0,27.43,159.11,98549.53,158.97
1783576458,109,98552.0,27.43,158.76,98549.95,158.94
1783576458,110,98548.0,27.43,159.11,98549.62,158.97
1783576458,111,98548.0,27.43,159.11,98548.22,159.09
1783576458,112,98546.0,27.43,159.29,98547.84,159.12
1783576458,113,98546.0,27.43,159.29,98547.53,159.15
1783576458,114,98547.0,27.43,159.2,98547.44,159.16
1783576459,115,98548.0,27.43,159.11,98547.53,159.15
1783576459,116,98546.0,27.42,159.29,98547.27,159.17
1783576459,117,98545.0,27.42,159.38,98546.88,159.21
1783576459,118,98545.0,27.42,159.38,98546.56,159.24
1783576459,119,98545.0,27.41,159.38,98545.18,159.36
1783576459,120,98544.0,27.4,159.46,98544.98,159.38
1783576459,121,98545.0,27.4,159.38,98544.98,159.38
1783576460,122,98541.0,27.4,159.74,98544.3,159.44
1783576460,123,98544.0,27.4,159.47,98544.25,159.45
1783576460,124,98544.0,27.39,159.47,98544.21,159.45
1783576460,125,98545.0,27.39,159.38,98544.34,159.43
1783576460,126,98545.0,27.39,159.38,98544.45,159.42
1783576460,127,98544.0,27.38,159.46,98544.12,159.45
1783576460,128,98542.0,27.38,159.64,98543.76,159.49
1783576461,129,98544.0,27.38,159.46,98543.8,159.48
1783576461,130,98544.0,27.38,159.46,98543.83,159.48
1783576461,131,98544.0,27.38,159.46,98543.86,159.48
1783576461,132,98545.0,27.38,159.38,98544.05,159.46
1783576461,133,98545.0,27.37,159.38,98544.22,159.44
1783576461,134,98544.0,27.37,159.46,98544.18,159.45
1783576461,135,98546.0,27.37,159.29,98545.07,159.37
1783576461,136,98549.0,27.36,159.02,98545.74,159.31
1783576462,137,98551.0,27.36,158.84,98546.64,159.23
1783576462,138,98549.0,27.35,159.02,98547.04,159.2
1783576462,139,98551.0,27.34,158.84,98547.71,159.13
1783576462,140,98552.0,27.33,158.75,98548.44,159.07
1783576462,141,98553.0,27.32,158.66,98549.21,159.0
1783576462,142,98553.0,27.31,158.66,98549.86,158.93
1783576462,143,98556.0,27.27,158.39,98553.09,158.64
1783576463,144,98555.0,27.26,158.47,98553.41,158.61
1783576463,145,98556.0,27.25,158.38,98553.85,158.57
1783576463,146,98557.0,27.24,158.29,98554.39,158.52
1783576463,147,98557.0,27.24,158.29,98554.84,158.48
1783576463,148,98558.0,27.24,158.2,98555.38,158.43
1783576463,149,98556.0,27.23,158.37,98555.48,158.42
1783576463,150,98557.0,27.23,158.28,98555.74,158.39
1783576464,151,98557.0,27.22,158.27,98556.0,158.36
1783576464,152,98559.0,27.22,158.09,98556.51,158.31
1783576464,153,98559.0,27.22,158.09,98556.93,158.28
1783576464,154,98558.0,27.22,158.18,98557.11,158.26
1783576464,155,98559.0,27.22,158.09,98557.43,158.23
1783576464,156,98556.0,27.21,158.35,98557.19,158.24
1783576464,157,98559.0,27.21,158.08,98557.49,158.22
1783576464,158,98558.0,27.21,158.17,98557.58,158.21
1783576465,159,98557.0,27.21,158.25,98557.59,158.2
1783576465,160,98560.0,27.21,157.98,98558.0,158.16
1783576465,161,98558.0,27.21,158.16,98558.0,158.16
1783576465,162,98558.0,27.2,158.16,98558.0,158.16
1783576465,163,98558.0,27.2,158.15,98558.0,158.15
1783576465,164,98558.0,27.2,158.15,98558.0,158.15
1783576465,165,98557.0,27.2,158.24,98557.83,158.17
1783576465,166,98560.0,27.2,157.98,98558.2,158.14
1783576466,167,98558.0,27.18,158.15,98557.73,158.17
1783576466,168,98559.0,27.18,158.06,98557.95,158.15
1783576466,169,98558.0,27.18,158.14,98557.96,158.15
1783576466,170,98558.0,27.18,158.14,98557.97,158.15
1783576466,171,98559.0,27.17,158.06,98558.14,158.13
1783576466,172,98555.0,27.17,158.4,98557.61,158.17
1783576466,173,98558.0,27.17,158.14,98557.68,158.17
1783576466,174,98557.0,27.17,158.23,98557.56,158.18
1783576467,175,98553.0,27.17,158.58,98555.75,158.33
1783576467,176,98552.0,27.16,158.66,98555.11,158.39
1783576467,177,98548.0,27.16,159.02,98553.9,158.5
1783576467,178,98549.0,27.15,158.93,98553.06,158.57
1783576467,179,98548.0,27.15,159.01,98552.2,158.64
1783576467,180,98546.0,27.15,159.19,98551.15,158.74
1783576467,181,98547.0,27.14,159.1,98550.45,158.8
1783576467,182,98546.0,27.14,159.19,98549.69,158.86
1783576468,183,98545.0,27.13,159.27,98546.96,159.1
1783576468,184,98544.0,27.12,159.36,98546.45,159.15
1783576468,185,98545.0,27.12,159.27,98546.2,159.17
1783576468,186,98544.0,27.12,159.36,98545.83,159.2
1783576468,187,98545.0,27.11,159.27,98545.69,159.21
1783576468,188,98542.0,27.11,159.54,98545.06,159.27
1783576468,189,98541.0,27.11,159.62,98544.37,159.32
1783576469,190,98544.0,27.1,159.36,98544.3,159.33
1783576469,191,98543.0,27.09,159.45,98543.59,159.39
1783576469,192,98543.0,27.09,159.44,98543.49,159.4
1783576469,193,98544.0,27.08,159.35,98543.58,159.39
1783576469,194,98542.0,27.08,159.53,98543.31,159.41
1783576469,195,98541.0,27.08,159.62,98542.92,159.45
1783576469,196,98544.0,27.08,159.35,98543.1,159.43
1783576470,197,98543.0,27.07,159.44,98543.09,159.43
1783576470,198,98543.0,27.07,159.44,98543.07,159.43
1783576470,199,98544.0,27.06,159.35,98543.3,159.41
1783576470,200,98541.0,27.06,159.61,98542.91,159.44
1783576470,201,98545.0,27.05,159.26,98543.27,159.41
1783576470,202,98542.0,27.05,159.52,98543.05,159.43
1783576470,203,98544.0,27.05,159.34,98543.21,159.41
1783576470,204,98542.0,27.05,159.52,98543.01,159.43
1783576471,205,98543.0,27.05,159.43,98543.01,159.43
1783576471,206,98542.0,27.05,159.52,98542.84,159.44
1783576471,207,98544.0,27.05,159.34,98538.98,159.79
1783576471,208,98544.0,27.04,159.34,98539.9,159.7
1783576471,209,98545.0,27.04,159.25,98540.84,159.62
