unix_time,sample_id,pressure_pa,temperature_c,height_m,kf_pressure_pa,kf_height_m
1783575339,21,98589.0,26.43,159.26,98588.55,159.3
1783575339,22,98589.0,26.43,159.26,98588.55,159.3
1783575339,23,98590.0,26.43,159.17,98588.83,159.28
1783575339,24,98588.0,26.43,159.35,98588.67,159.29
1783575339,25,98591.0,26.43,159.09,98588.91,159.28
1783575339,26,98589.0,26.43,159.27,98588.92,159.27
1783575339,27,98588.0,26.43,159.36,98588.75,159.29
1783575339,28,98587.0,26.43,159.44,98588.42,159.32
1783575340,29,98587.0,26.43,159.44,98588.16,159.34
1783575340,30,98588.0,26.43,159.36,98588.13,159.34
1783575340,31,98588.0,26.43,159.36,98588.1,159.35
1783575340,32,98590.0,26.43,159.18,98588.46,159.31
1783575340,33,98587.0,26.42,159.44,98587.52,159.4
1783575340,34,98587.0,26.42,159.44,98587.42,159.41
1783575340,35,98588.0,26.42,159.36,98587.53,159.4
1783575341,36,98588.0,26.42,159.36,98587.62,159.39
1783575341,37,98588.0,26.42,159.36,98587.69,159.38
1783575341,38,98588.0,26.42,159.36,98587.75,159.38
1783575341,39,98589.0,26.42,159.27,98587.98,159.36
1783575341,40,98588.0,26.42,159.36,98587.98,159.36
1783575341,41,98586.0,26.41,159.52,98587.94,159.35
1783575341,42,98590.0,26.41,159.17,98588.33,159.32
1783575342,43,98588.0,26.4,159.34,98588.27,159.32
1783575342,44,98588.0,26.4,159.34,98588.22,159.32
1783575342,45,98586.0,26.4,159.52,98587.8,159.36
1783575342,46,98586.0,26.39,159.52,98587.46,159.39
1783575342,47,98587.0,26.39,159.42,98587.38,159.39
1783575342,48,98588.0,26.39,159.33,98587.49,159.38
1783575342,49,98590.0,26.38,159.15,98588.43,159.29
1783575342,50,98588.0,26.38,159.32,98588.35,159.29
1783575343,51,98588.0,26.38,159.32,98588.29,159.3
1783575343,52,98587.0,26.38,159.41,98588.05,159.32
1783575343,53,98585.0,26.37,159.58,98587.48,159.36
1783575343,54,98588.0,26.37,159.32,98587.58,159.36
1783575343,55,98586.0,26.36,159.5,98587.28,159.38
1783575343,56,98587.0,26.36,159.4,98587.23,159.38
1783575343,57,98588.0,26.36,159.31,98587.59,159.34
1783575344,58,98588.0,26.35,159.3,98587.67,159.33
1783575344,59,98588.0,26.35,159.3,98587.73,159.33
1783575344,60,98588.0,26.35,159.3,98587.78,159.32
1783575344,61,98588.0,26.35,159.3,98587.82,159.31
1783575344,62,98588.0,26.34,159.29,98587.85,159.3
1783575344,63,98588.0,26.34,159.29,98587.88,159.3
1783575344,64,98587.0,26.34,159.37,98587.72,159.31
1783575345,65,98587.0,26.33,159.37,98587.74,159.3
1783575345,66,98587.0,26.33,159.36,98587.6,159.31
1783575345,67,98587.0,26.32,159.36,98587.48,159.32
1783575345,68,98589.0,26.32,159.18,98587.77,159.29
1783575345,69,98589.0,26.32,159.18,98588.01,159.27
1783575345,70,98591.0,26.32,159.0,98588.57,159.22
1783575345,71,98588.0,26.32,159.26,98588.46,159.22
1783575345,72,98588.0,26.32,159.26,98588.38,159.23
1783575346,73,98588.0,26.31,159.25,98588.2,159.24
1783575346,74,98589.0,26.31,159.17,98588.34,159.22
1783575346,75,98588.0,26.31,159.25,98588.28,159.22
1783575346,76,98587.0,26.31,159.34,98588.04,159.25
1783575346,77,98588.0,26.31,159.25,98588.03,159.25
1783575346,78,98587.0,26.31,159.33,98587.84,159.26
1783575346,79,98589.0,26.31,159.15,98588.05,159.24
1783575346,80,98588.0,26.31,159.24,98588.05,159.24
1783575347,81,98587.0,26.31,159.32,98588.16,159.22
1783575347,82,98589.0,26.31,159.14,98588.31,159.21
1783575347,83,98590.0,26.31,159.05,98588.63,159.17
1783575347,84,98589.0,26.31,159.14,98588.7,159.17
1783575347,85,98587.0,26.3,159.31,98588.38,159.19
1783575347,86,98587.0,26.3,159.31,98588.13,159.21
1783575347,87,98588.0,26.3,159.22,98588.1,159.21
1783575347,88,98590.0,26.29,159.04,98588.46,159.18
1783575348,89,98588.0,26.29,159.21,98587.55,159.25
1783575348,90,98587.0,26.3,159.29,98587.45,159.26
1783575348,91,98590.0,26.3,159.03,98587.93,159.21
1783575348,92,98589.0,26.3,159.12,98588.13,159.19
1783575348,93,98590.0,26.3,159.02,98588.48,159.16
1783575348,94,98588.0,26.3,159.2,98588.39,159.17
1783575348,95,98589.0,26.3,159.11,98588.51,159.15
1783575348,96,98590.0,26.29,159.02,98588.79,159.13
1783575349,97,98586.0,26.28,159.37,98587.97,159.19
1783575349,98,98591.0,26.28,158.92,98588.54,159.14
1783575349,99,98586.0,26.28,159.36,98588.06,159.18
1783575349,100,98588.0,26.28,159.18,98588.05,159.18
1783575349,102,98590.0,26.28,159.0,98588.56,159.13
1783575349,103,98588.0,26.28,159.18,98588.45,159.14
1783575350,104,98589.0,26.28,159.09,98588.55,159.13
1783575350,105,98589.0,26.27,159.08,98588.27,159.15
1783575350,106,98590.0,26.27,158.99,98588.6,159.11
1783575350,107,98588.0,26.27,159.16,98588.48,159.12
1783575350,108,98589.0,26.26,159.07,98588.58,159.11
1783575350,109,98588.0,26.26,159.16,98588.47,159.12
1783575350,110,98587.0,26.26,159.25,98588.2,159.14
1783575350,111,98585.0,26.26,159.42,98587.59,159.19
1783575351,112,98587.0,26.26,159.24,98587.48,159.2
1783575351,113,98587.0,26.26,159.24,98587.29,159.21
1783575351,114,98588.0,26.26,159.15,98587.42,159.2
1783575351,115,98587.0,26.26,159.23,98587.34,159.2
1783575351,116,98591.0,26.26,158.88,98588.03,159.14
1783575351,117,98588.0,26.25,159.14,98588.02,159.14
1783575351,118,98586.0,26.25,159.31,98587.64,159.17
1783575352,119,98587.0,26.25,159.23,98587.52,159.18
1783575352,120,98587.0,26.25,159.22,98587.42,159.18
1783575352,121,98587.0,26.24,159.22,98587.55,159.17
1783575352,122,98587.0,26.24,159.22,98587.45,159.18
1783575352,123,98589.0,26.24,159.04,98587.74,159.15
1783575352,124,98587.0,26.24,159.21,98587.6,159.16
1783575352,125,98588.0,26.24,159.12,98587.68,159.15
1783575353,126,98585.0,26.24,159.39,98587.17,159.19
1783575353,127,98588.0,26.24,159.12,98587.33,159.18
1783575353,128,98587.0,26.24,159.2,98587.27,159.18
1783575353,129,98588.0,26.24,159.11,98588.09,159.1
1783575353,130,98589.0,26.24,159.02,98588.26,159.08
