unix_time,sample_id,pressure_pa,temperature_c,height_m,kf_pressure_pa,kf_height_m
1783574505,335,98602.0,27.32,158.93,98600.8,159.03
1783574505,336,98602.0,27.32,158.93,98600.8,159.03
1783574505,337,98602.0,27.32,158.93,98600.8,159.03
1783574505,338,98601.0,27.32,159.02,98601.19,159.0
1783574505,339,98601.0,27.32,159.02,98601.16,159.01
1783574505,340,98598.0,27.32,159.29,98600.61,159.05
1783574505,341,98601.0,27.33,159.02,98600.68,159.05
1783574505,342,98601.0,27.33,159.02,98600.73,159.04
1783574505,343,98603.0,27.33,158.84,98601.13,159.01
1783574505,344,98601.0,27.33,159.02,98601.1,159.01
1783574506,345,98601.0,27.33,159.02,98601.09,159.01
1783574506,346,98601.0,27.33,159.02,98601.09,159.01
1783574506,347,98601.0,27.33,159.02,98601.21,159.0
1783574506,348,98598.0,27.33,159.29,98600.66,159.05
1783574506,349,98601.0,27.33,159.02,98600.72,159.04
1783574506,350,98601.0,27.33,159.02,98600.77,159.04
1783574506,351,98602.0,27.33,158.93,98600.98,159.02
1783574506,352,98603.0,27.33,158.84,98601.33,158.99
1783574507,353,98601.0,27.33,159.02,98601.27,159.0
1783574507,354,98602.0,27.34,158.93,98601.4,158.98
1783574507,355,98602.0,27.34,158.93,98601.4,158.98
1783574507,356,98601.0,27.34,159.02,98601.52,158.97
1783574507,357,98599.0,27.34,159.2,98601.08,159.01
1783574507,358,98602.0,27.34,158.93,98601.23,159.0
1783574507,359,98603.0,27.34,158.84,98601.54,158.97
1783574507,360,98600.0,27.34,159.11,98601.27,159.0
1783574508,361,98602.0,27.34,158.93,98601.4,158.98
1783574508,362,98597.0,27.34,159.37,98600.64,159.05
1783574508,363,98600.0,27.34,159.11,98600.53,159.06
1783574508,364,98600.0,27.34,159.11,98600.53,159.06
1783574508,365,98600.0,27.35,159.11,98600.75,159.04
1783574508,366,98603.0,27.35,158.84,98601.14,159.01
1783574508,367,98600.0,27.34,159.11,98600.95,159.02
1783574508,368,98603.0,27.35,158.84,98601.3,158.99
1783574508,369,98600.0,27.35,159.11,98601.07,159.01
1783574509,370,98600.0,27.35,159.11,98600.88,159.03
1783574509,371,98600.0,27.35,159.11,98600.73,159.04
1783574509,372,98602.0,27.35,158.93,98600.95,159.02
1783574509,373,98602.0,27.35,158.93,98600.95,159.02
1783574509,374,98602.0,27.35,158.94,98601.37,158.99
1783574509,375,98601.0,27.35,159.02,98601.3,159.0
1783574509,376,98602.0,27.34,158.94,98601.42,158.99
1783574509,377,98600.0,27.34,159.11,98601.18,159.0
1783574510,378,98598.0,27.34,159.29,98600.63,159.06
1783574510,379,98601.0,27.34,159.02,98600.7,159.05
1783574510,380,98601.0,27.34,159.02,98600.75,159.05
1783574510,381,98600.0,27.33,159.11,98600.62,159.06
1783574510,382,98600.0,27.33,159.11,98600.62,159.06
1783574510,383,98603.0,27.32,158.85,98600.92,159.03
1783574510,384,98601.0,27.32,159.02,98600.94,159.03
1783574510,385,98603.0,27.32,158.85,98601.3,159.0
1783574511,386,98600.0,27.32,159.11,98601.07,159.02
1783574511,387,98600.0,27.31,159.11,98600.88,159.03
1783574511,388,98604.0,27.31,158.76,98601.42,158.99
1783574511,389,98602.0,27.31,158.94,98601.52,158.98
1783574511,390,98600.0,27.31,159.11,98601.26,159.0
1783574511,391,98600.0,27.31,159.11,98601.26,159.0
1783574511,392,98600.0,27.31,159.11,98601.28,159.0
1783574511,393,98601.0,27.31,159.02,98601.23,159.0
1783574511,394,98600.0,27.32,159.11,98601.02,159.02
1783574512,395,98602.0,27.32,158.94,98601.2,159.01
1783574512,396,98603.0,27.32,158.85,98601.51,158.98
1783574512,397,98602.0,27.32,158.93,98601.59,158.97
1783574512,398,98603.0,27.32,158.84,98601.84,158.95
1783574512,399,98602.0,27.32,158.93,98601.87,158.94
1783574512,400,98602.0,27.32,158.93,98601.87,158.94
1783574512,401,98602.0,27.32,158.93,98601.44,158.98
1783574512,402,98600.0,27.33,159.11,98601.19,159.0
1783574513,403,98601.0,27.33,159.02,98601.16,159.01
1783574513,404,98604.0,27.33,158.75,98601.65,158.96
1783574513,405,98601.0,27.33,159.02,98601.54,158.97
1783574513,406,98601.0,27.33,159.02,98601.45,158.98
1783574513,407,98599.0,27.33,159.2,98601.02,159.02
1783574513,408,98601.0,27.34,159.02,98601.02,159.02
1783574513,409,98601.0,27.34,159.02,98601.02,159.02
1783574513,410,98603.0,27.34,158.84,98601.76,158.95
1783574513,411,98600.0,27.34,159.11,98601.45,158.98
1783574514,412,98601.0,27.34,159.02,98601.38,158.99
1783574514,413,98603.0,27.34,158.84,98601.66,158.96
1783574514,414,98601.0,27.34,159.02,98601.55,158.97
1783574514,415,98603.0,27.34,158.84,98601.8,158.95
1783574514,416,98599.0,27.34,159.2,98601.31,158.99
1783574514,417,98600.0,27.33,159.11,98601.09,159.01
1783574514,418,98600.0,27.33,159.11,98601.09,159.01
1783574514,419,98601.0,27.34,159.02,98600.73,159.04
1783574515,420,98599.0,27.34,159.2,98600.44,159.07
1783574515,421,98603.0,27.34,158.84,98600.88,159.03
1783574515,422,98602.0,27.34,158.93,98601.08,159.01
1783574515,423,98602.0,27.34,158.93,98601.23,159.0
1783574515,424,98603.0,27.34,158.84,98601.54,158.97
1783574515,425,98601.0,27.34,159.02,98601.45,158.98
1783574515,426,98604.0,27.34,158.75,98601.88,158.94
1783574515,427,98604.0,27.34,158.75,98601.88,158.94
1783574516,428,98604.0,27.34,158.75,98601.77,158.95
1783574516,429,98601.0,27.34,159.02,98601.64,158.96
1783574516,430,98600.0,27.34,159.11,98601.36,158.99
1783574516,431,98600.0,27.34,159.11,98601.13,159.01
1783574516,432,98601.0,27.34,159.01,98601.1,159.01
1783574516,433,98602.0,27.34,158.93,98601.26,158.99
1783574516,434,98602.0,27.34,158.93,98601.38,158.98
1783574516,435,98601.0,27.34,159.01,98601.32,158.99
1783574516,436,98601.0,27.34,159.01,98601.32,158.99
1783574517,437,98601.0,27.34,159.01,98601.34,158.98
1783574517,438,98601.0,27.34,159.01,98601.28,158.99
1783574517,439,98603.0,27.34,158.84,98601.58,158.96
1783574517,440,98602.0,27.34,158.93,98601.65,158.96
1783574517,441,98598.0,27.34,159.28,98601.02,159.01
1783574517,442,98599.0,27.34,159.19,98600.67,159.04
1783574517,443,98602.0,27.34,158.93,98600.9,159.02
1783574517,444,98601.0,27.35,159.01,98600.91,159.02
1783574517,445,98601.0,27.35,159.01,98600.91,159.02
1783574518,446,98601.0,27.35,159.02,98601.18,159.0
1783574518,447,98601.0,27.35,159.02,98601.15,159.01
1783574518,448,98603.0,27.35,158.84,98601.47,158.98
1783574518,449,98602.0,27.35,158.93,98601.56,158.97
1783574518,450,98600.0,27.35,159.11,98601.3,158.99
1783574518,451,98602.0,27.35,158.93,98601.42,158.98
1783574518,452,98602.0,27.35,158.93,98601.52,158.97
1783574518,453,98601.0,27.36,159.02,98601.43,158.98
1783574519,454,98601.0,27.36,159.02,98601.43,158.98
1783574519,455,98600.0,27.36,159.11,98601.27,159.0
1783574519,456,98601.0,27.35,159.02,98601.22,159.0
1783574519,457,98601.0,27.36,159.02,98601.18,159.0
1783574519,458,98601.0,27.36,159.02,98601.15,159.01
1783574519,459,98599.0,27.36,159.2,98600.78,159.04
1783574519,460,98601.0,27.36,159.02,98600.82,159.04
1783574519,461,98601.0,27.36,159.02,98600.85,159.03
1783574519,462,98603.0,27.36,158.84,98601.22,159.0
1783574520,463,98603.0,27.36,158.84,98601.22,159.0
1783574520,464,98601.0,27.36,159.01,98601.58,158.96
1783574520,465,98603.0,27.36,158.84,98601.82,158.94
1783574520,466,98600.0,27.36,159.1,98601.51,158.97
1783574520,467,98603.0,27.36,158.84,98601.77,158.95
1783574520,468,98604.0,27.35,158.75,98602.15,158.91
1783574520,469,98601.0,27.36,159.01,98601.95,158.93
1783574520,470,98600.0,27.35,159.1,98601.62,158.96
1783574521,471,98602.0,27.35,158.93,98601.68,158.95
1783574521,472,98602.0,27.35,158.93,98601.68,158.95
1783574521,473,98601.0,27.35,159.01,98601.42,158.98
1783574521,474,98599.0,27.34,159.19,98601.01,159.01
1783574521,475,98601.0,27.34,159.01,98601.01,159.01
